,game_id,title,description,score,date,img_url
934,935,Tom Clancy's Rainbow Six 3: Raven Shield,"Command an elite, multinational squad of special operatives against a hidden terrorist foe. In Raven Shield, the third installment to the wildly popular Rainbow Six series, RAINBOW races against time to stop terror and unravel a mystery. In locations around the world, from London to the Caribbean to Rio de Janeiro, lead team RAINBOW in a desperate effort to battle a madman and foil his doomsday plot. Features 15 all-new single-player missions, 6 dedicated multiplayer maps. Built on next-generation Unreal technology for unequaled visual effects. 57 weapons with real-world accessories for endless customization. Real-world tactics and methods from Mike Grasso, Senior Instructor for LAPD SWAT and LAPD Medal of Valor winner. [Ubi Soft]",83,2003-03-19,https://static.metacritic.com/images/products/games/6/556612fb8c11acced6bed84efd4593e7-98.jpg
935,936,Orcs Must Die! 2,"Orcs Must Die! 2 begins days after the ending of the original game. With the rifts closed and the magical Order dead, the War Mage finds himself suddenly thrust into a new battle against the mindless orc mob. He has a powerful, if questionable, new companion in the Sorceress, an ex-War Mage responsible for the destruction of the Order.",83,2012-07-30,https://static.metacritic.com/images/products/games/6/683b0831c737402fa9f407df9d2c7904-98.jpg
936,937,Hitman,"HITMAN empowers players to perform contract hits on powerful, high-profile targets in exotic locations around the globe, from Paris and sunny coast of Italy to the dust and hustle of the markets in Marrakesh in this stealth action title. Gameplay centers on taking out targets in vast sandbox levels with complete freedom of approach. Where to go, when to attack and who to kill is at your discretion.",83,2016-10-31,https://static.metacritic.com/images/products/games/9/8576b2a3391e3e1512b052cb6179fe7a-98.jpg
937,938,Prey (2006),"Prey tells the story of Tommy, a Cherokee garage mechanic stuck on a reservation going nowhere. His life changes when an otherworldly crisis forces him to awaken spiritual powers from his long-forgotten birthright. Abducted along with his people to a menacing mothership orbiting Earth, he sets out to save himself and his girlfriend and eventually his planet. Prey is serious, dark story, based on authentic Cherokee mythology. Themes of sacrifice, love and responsibility are explored and the story dives into emotional territory not yet explored by similar games.",83,2006-11-07,https://static.metacritic.com/images/products/games/9/94b7f87c4aa44f6e8924658d2a1dc05d-98.jpg
938,939,Betrayal At Club Low,"Tonight you're on a surprise mission at the inimitable Club Low. This former coffin factory-turned-nightclub has, for years, been a beacon of nocturnal energy, a haven for wild-limbed dancing, mind-altering music and shady characters aplenty. It's also a place to prove your skills as an undercover agent.

An old colleague is trapped in the club, caught up in an intel-gathering mission with a notorious business captain. Your mission is to sneak into the club incognito and get him out before he blows his cover. Can you do it?",83,2022-09-09,https://static.metacritic.com/images/products/games/2/10beeca377880822d84d05bad377a2a9-98.jpg
939,940,Metal Gear Rising: Revengeance,Metal Gear Solid Rising makes its way to the PC and features Raiden as a playable character.,83,2014-09-01,https://static.metacritic.com/images/products/games/5/faeb8d7221c31fb6ee96f25c2df887cb-98.jpg
940,941,The Riftbreaker,"The Riftbreaker is a base-building, survival game with Action-RPG elements. You are an elite scientist/commando inside an advanced Mecha-Suit capable of dimensional rift travel. Hack & slash countless enemies. Build up your base, collect samples and research new inventions to survive.",83,2021-10-14,https://static.metacritic.com/images/products/games/8/a2efc25ab61d3dcc31665dad334a6904-98.jpg
941,942,Age of Conan: Rise of the Godslayer,"Take on the role of a Demonologist, Barbarian, Bear Shama or any other of the twelve exotic classes, as you face the challenges of Hyboria alone or in groups of other players from all over the world. Fight for survival, socialize with friends, construct equipment or even entire cities with your fellow players, and carve out your destiny in the world of Conan. [Funcom]",83,2010-11-05,https://static.metacritic.com/images/products/games/1/f31a1d647e5675dfb9e3b45d8afbea31-98.jpg
942,943,Starseed Pilgrim,"You are a gardener, tending to empty noise and empty space to fill them both with colour. You are a refugee, building your own world away from the spreading darkness. You are an explorer, discovering new places, new rules, and new fascinations. The universe is bigger than you know.",83,2013-04-16,https://static.metacritic.com/images/products/games/3/d22aea32fe2167dc388a536455a27d08-98.jpg
943,944,Alan Wake,"Alan Wake is a psychological action thriller, a unique new take in the world of gaming. The game is set in an idyllic all-American small town and its surroundings in the state of Washington. Alan Wake, the game's protagonist, is a bestselling horror writer, who writes a novel about his darkest nightmares. In the game, those nightmares come true. As with Remedy's previous games, story and atmosphere are fundamental elements. The game features a massive, open world for the players to explore. The game design is mission based with the player as the driving force behing the action, and as with their previous games, Remedy again focuses completely on delivering the best possible single player experience. The use of light is a significant gameplay element. Remedy has developed proprietary new technology to support the gameplay of the title and to push the high definition visuals to the next level. [Remedy]",83,2012-02-16,https://static.metacritic.com/images/products/games/1/72fff31cbebc267cc0cf9e97c5f983af-98.jpg
944,945,Tiger Woods PGA Tour 2002,"New TrueSwing/Total Precision Swing lets you drive in true, slice it or add a draw, giving you more control over your shots. Compete as or against 12 PGA TOUR professionals including Tiger, Jesper Parnevik, Vijay Singh, Colin Montgomerie, and Notah Begay. Brand new course lineup includes such amazing layouts as Pebble Beach Golf Links, TPC at Sawgrass, Royal Birkdale in England, and more! [EA Sports]",83,2002-02-24,https://static.metacritic.com/images/products/games/8/00fb62e4b705d2c273f508327fa14c14-98.jpg
945,946,Monaco: What's Yours Is Mine,"MONACO is a single player or co-op heist game, in which players assemble a crack team of thieves to infiltrate and loot the ridiculously wealthy denizens of Monaco.",83,2013-04-24,https://static.metacritic.com/images/products/games/7/9eada99362016a3b50628e53eb79b48f-98.jpg
946,947,Trials Rising,"Explore challenging tracks around the world, from Yellowstone Park to the peaks of Mt. Everest and everywhere in between. New Tandem Bike mode allows two riders to control one bike. Hone your racing skills and level up from local backyard competitions to stadium races. Make a statement with customizable outfits and bike skins.",83,2019-02-26,https://static.metacritic.com/images/products/games/6/3f6f7dbe0db1c793515aa0ff3f842ea4-98.jpg
947,948,Transistor,Transistor is a science-fiction themed action RPG set in a futuristic city where players will take on the role of a young woman who gains control of an extraordinary weapon of unknown origin after a mysterious group of assailants nearly kills her with it.,83,2014-05-20,https://static.metacritic.com/images/products/games/8/ff9b9dd39b4b048715041a2cbb9632af-98.jpg
948,949,Yakuza: Like a Dragon,"RISE LIKE A DRAGON. Become Ichiban Kasuga, a low-ranking yakuza grunt left on the brink of death by the man he trusted most. Take up your legendary bat and get ready to crack some underworld skulls in dynamic RPG combat set against the backdrop of modern-day Japan.",83,2020-10-11,https://static.metacritic.com/images/products/games/1/ec38225497ffe43659f6d56d718744a9-98.jpg
